Id,X,Y,Z,Formation
0,92.63744963251656,52.62123300388252,8.654945192560458,s3
1,58.14719893399936,76.87103225704776,1.30319188630884,s4
2,77.82760395519622,44.14070365908346,1.2926746390344954,s4
3,86.19112539280816,96.95793595794518,2.4762591611365945,s1
4,8.832913358218558,34.88285801341742,9.458115830778967,s2
5,69.68120931266844,70.55792738615115,8.240080410689632,s3
6,31.007901491571804,51.39459048856208,4.7538838807440715,s3
7,4.273618007068407,22.213415566019737,1.7266085131199869,s4
8,45.91202228129797,56.313628384946135,9.424829957657854,s4
9,53.889470441622834,70.57427047463163,2.214865839546027,s4
10,83.73214387947871,76.81197758209339,3.7159861931465317,s3
11,34.26756150520677,95.6305824929729,9.045176694779723,s1
12,90.83828216367662,70.14311214879766,7.635175092294331,s1
13,90.3128078619507,62.77763415907275,5.605268274961285,s3
14,89.0796997821068,50.567760265460834,9.332107422246603,s1
15,68.08262307280569,14.380066336170334,9.46423000366027,s1
16,36.13963057941619,49.307278252610544,6.302369260599666,s4
17,81.63175099210433,19.827475492717625,8.91680738040952,s3
18,78.69455977183975,6.770490697892095,9.627469482737615,s3
19,88.24103631938613,8.71626243809859,8.30763914144828,s3
20,20.63046013770879,25.680157305792065,7.701427633421334,s4
21,47.58666777628603,64.42698503928742,2.716659707466278,s2
22,28.45629970660214,7.395259535429958,4.255134817857188,s1
23,74.74099791584788,73.41678416084963,4.6328352053410065,s2
24,48.44860943261779,1.0179182310846793,5.341785328102112,s2
25,62.96095576950701,59.0447573960738,4.643607908152463,s2
26,62.721874876562964,91.94284590697825,7.305328812897256,s2
27,59.08190236199992,85.66716510799219,4.384280974629737,s1
28,2.2115500034651605,61.93920261081165,5.04594204958052,s3
29,67.80098699199883,13.981637505453065,5.049387519681099,s3
30,44.25351811975229,18.718209158779306,4.1415878138903786,s2
31,70.55797099911423,13.068394945701742,2.5814240065396694,s1
32,19.38606210175308,58.703112832311966,3.4206869263100668,s4
33,3.1862032245414187,78.69339049637308,1.8912690528620346,s3
34,97.68608827195501,15.182385747581272,8.513667759339903,s2
35,95.92402282462466,37.263316386172924,2.7133803556366827,s4
36,45.99701183294522,37.145597023313826,4.436777314376014,s3
37,80.05299826647672,78.71224064839166,3.95550129563059,s4
38,31.351629963078018,4.137987264364526,4.455937343528021,s4
39,75.67842586452181,12.75404816104029,7.595606442026789,s1
40,15.19490302935341,53.50192177245327,3.433343584908416,s4
41,20.238177024646326,86.08291288593067,6.476487148005636,s1
42,6.940306257728608,26.02778331292889,5.998181075770141,s1
43,70.5257214068768,22.971467089173032,1.0820537078723023,s2
44,29.908402234245408,37.904720346438566,2.617263716846629,s4
45,42.400653932900575,89.2739039507818,1.3048107729332359,s2
46,34.08554307826939,56.63438785310381,2.211166784628699,s1
47,30.626988937209656,43.91965827955202,1.255310052104162,s2
48,62.627177753755475,29.2159238820976,6.791297839864993,s4
49,58.891964542921365,66.78794619540422,4.762213516782079,s4
